CM3,Profitable
-25.520962589533404,False
-27.484746539436426,False
7.969658963189765,True
3.9826697875547374,True
-30.74703985910675,False
-23.419870968242286,False
-7.705497103771034,False
-43.87648462175335,False
-9.798556271401182,False
-19.865603531996886,False
-33.852949639817666,False
8.323528428679872,True
-28.171119410420403,False
-25.91170591071274,False
-10.245249603835777,False
-25.928886295165512,False
-31.624507262015868,False
-6.227264332179107,False
-0.5127289443626317,False
-18.82943455707001,False
-19.58768295135172,False
-48.763164376739475,False
-27.88565740462228,False
-11.662535196831328,False
-23.082039102854328,False
-20.88382274622699,False
-16.449111692730305,False
-32.12928185055394,False
-28.477724902253534,False
-6.046782734128961,False
-9.5395289010007,False
-33.11483022716897,False
-5.176177085309536,False
8.553213037287435,True
-4.811362701028518,False
-2.8978317325688288,False
-21.75753955047254,False
17.255923848191205,True
-20.047241826833748,False
12.887832909449283,True
-50.85565456618805,False
-26.94051215420986,False
-20.943821761386143,False
-15.644899478073256,False
-42.63370666144224,False
4.769446439617372,True
-8.260742785860476,False
5.5944450762250675,True
-36.34963565799472,False
-47.1046457420497,False
-35.12955493814343,False
-51.97754346636792,False
-42.789591825346776,False
-22.636884399652644,False
-18.799629667541222,False
-22.99090676641704,False
-5.383031982897805,False
-8.654240117633137,False
-19.716953525103975,False
-16.65259392436221,False
-13.347905621576384,False
8.92018787548404,True
-37.418606244561715,False
-12.182646341624785,False
-8.867671124369519,False
-34.76764723499937,False
-38.68485463002566,False
-17.5421848188508,False
-7.179969091416623,False
-22.311077235084838,False
-6.44084168175797,False
-1.4570795902933718,False
-29.2097427381414,False
-6.828858857181018,False
-11.884354305720478,False
8.419401666606497,True
-19.162242209939688,False
-19.378695768981665,False
-20.86284085428494,False
-26.01721027719472,False
-9.881573312525664,False
22.354938401488493,True
12.990870235753597,True
-21.79310253225143,False
-17.139896204449563,False
-24.828748020477708,False
-11.05319023643586,False
-60.757971530757644,False
-9.409766840774743,False
-25.422383590581116,False
-3.5556580190637668,False
-12.512407348223178,False
-15.299912039226506,False
-27.394388173760483,False
-11.54012168462161,False
-16.903638674031676,False
-2.9998205809524023,False
-27.901623969330245,False
-30.684824313485272,False
-23.919192356065878,False
2.7003549317857853,True
-36.8777736065377,False
-14.866178931376197,False
-5.179166339085235,False
6.367172679617777,True
-32.42630274327674,False
-36.003147158180504,False
-31.85596555372799,False
-0.037037441045004726,False
5.299840410061897,True
-8.75850214932855,False
-21.71837212395834,False
-11.481114934885667,False
-17.13485921476651,False
-42.402472489194196,False
-29.594412735450888,False
-19.817991017924758,False
-11.89881297973567,False
-11.170913388088742,False
-49.570603464569864,False
-29.27633133305265,False
-33.35973927099268,False
-44.76875628598712,False
-46.27993291986947,False
3.6549996306583985,True
-52.39215544970523,False
-11.846420509714331,False
-48.21877234397924,False
-25.914771369879176,False
-25.666993915015034,False
-17.549492306323664,False
-30.56389131611116,False
-15.57800784920989,False
-6.665449667629112,False
-30.7621868208689,False
-19.77649214562291,False
-4.688005981578712,False
-35.60642025289101,False
-12.071366872069138,False
-8.207780150067993,False
-16.755105713019894,False
-30.519404615494842,False
-3.9793514251614326,False
-36.672955128462775,False
-49.28277966032115,False
3.709033425862007,True
-21.10691622567733,False
-34.573055268123554,False
-47.48542753852503,False
-10.953599094490816,False
-9.659518429341947,False
-30.73250603572192,False
-18.09427377737424,False
6.477743707651268,True
-21.48676298078734,False
-19.902094783613222,False
8.506797695678223,True
-39.824439783917555,False
-17.292229214218455,False
-3.858811035430044,False
-20.03798405735851,False
-5.994683236824695,False
-3.9351206984906213,False
-15.465240417809309,False
-31.485799938947494,False
-23.183998071758673,False
-13.988807979643017,False
-46.9018712310656,False
-6.609974233961644,False
-12.910107825539672,False
-11.562641632632001,False
0.9815027960346967,True
-15.68161233660381,False
-35.22739224693632,False
-12.163911012594102,False
-2.1595922679386987,False
-31.870521235148907,False
-21.704144015108763,False
1.7028630659682058,True
-15.505243470409269,False
-12.32778190147474,False
-25.18500670690146,False
-10.963787726332335,False
-13.977356466902176,False
-46.784457672185845,False
-2.3570433327391918,False
1.9030533217646166,True
-14.84848948999855,False
-20.134964215847788,False
-60.51885068719814,False
-38.42185910260705,False
-30.355249279672254,False
-22.232052537435976,False
-10.063439424847832,False
-39.76102956954311,False
-36.14694576058641,False
-3.369020773858459,False
-26.468600986779247,False
-8.920772497398588,False
10.799428148691177,True
5.81520483952567,True
-11.739844698468914,False
-20.50984017929086,False
-21.674100368506515,False
3.7120533565428318,True
-31.669354028274128,False
-37.08448712370597,False
0.02060344871146924,True
-22.355383290591462,False
-35.79187222581044,False
6.97939254839828,True
-20.966099279841032,False
-30.358504296016818,False
-5.406015842791415,False
-14.172083795327111,False
-23.412970355919487,False
-12.512873734034407,False
-16.079595591831545,False
-22.069686721693735,False
0.38909694911328074,True
1.017874079911902,True
-17.912436674423855,False
-46.43688491840983,False
-63.56949862471188,False
-2.533312600950577,False
19.94424276446482,True
-16.087571390032096,False
-7.191149116232367,False
14.10522027242757,True
20.56593563729142,True
-7.2338949941266115,False
-2.66818242948143,False
-7.851445443819653,False
-54.48427076516959,False
-15.738733946196561,False
-29.655520642605715,False
2.7215280532895356,True
-31.22764888605767,False
-6.8291537960512585,False
-10.092038738301785,False
-14.558992148831514,False
-25.47918701857776,False
-33.900054465441656,False
-20.638026908548646,False
-4.670379546532498,False
-23.437183194580008,False
11.223777934107229,True
4.747839466069795,True
-3.673600390509307,False
-39.51148266785591,False
-29.91653952958574,False
-14.531182708260989,False
-0.40703329512554376,False
-30.067647970211826,False
16.260892622093532,True
-4.017476347734167,False
-24.727568034384472,False
-42.1030564041313,False
-12.018502252565824,False
-12.889409923812707,False
3.630723031632641,True
-5.768785042584536,False
-6.600496263791001,False
-27.393312982232366,False
-0.9447054065757623,False
-8.743356202867261,False
1.291222032741974,True
-5.73760772358758,False
-22.559158740871922,False
-16.98651768540728,False
9.483220020599944,True
-7.3149122097607915,False
-30.888099093014674,False
-22.038164065719066,False
-1.238726541724109,False
-6.904462849960115,False
2.5702848750949983,True
-19.016347629823148,False
-19.404306246779335,False
16.34990537211785,True
-61.956568826050685,False
12.099369551340612,True
-10.72329174098325,False
-34.36915562560935,False
-12.039165202220019,False
-4.357886742248734,False
-31.997304939490398,False
4.7303967691231605,True
-42.27693795415761,False
-17.677650331868268,False
-18.066242136162913,False
2.3129071375504644,True
0.1570016980310065,True
-11.81676941882655,False
-7.355018041306906,False
-29.099746412905944,False
-13.343782723153254,False
-12.624185436439308,False
1.3408730666118842,True
23.573315537342495,True
-38.60622225639824,False
-33.333855111909074,False
5.249984178672701,True
-33.54104509607463,False
-20.51584509950384,False
-29.38456042091229,False
-30.077727142632057,False
20.714568587943084,True
-42.43589736452442,False
-24.406782850634062,False
-20.99593698474136,False
-19.453876870433817,False
-22.833476774696926,False
-2.775989999264951,False
-5.5010373319550645,False
1.4771951584427576,True
-18.35928934910832,False
6.128253650079682,True
-20.230307757867305,False
-36.645791522274564,False
-20.748834140602078,False
-25.954470411551053,False
-12.536646540083758,False
3.6125188205293703,True
-11.038701419488618,False
-32.07939032126639,False
-10.777499181828468,False
-13.091306531720015,False
-13.665577737631725,False
-7.7003397111900185,False
16.796860938899705,True
-17.14796087655821,False
-25.524500960285238,False
-32.087068590804705,False
-50.136862912974124,False
-31.119214987635722,False
-30.14627038545243,False
-20.851411202027474,False
14.102820910977563,True
-11.039599522529997,False
-27.201966461223,False
-5.884531470545916,False
-5.242583461381134,False
-12.674035998623737,False
-15.462723276363906,False
-28.73647024081883,False
-20.79841453290372,False
-15.507668596587031,False
-26.25409287853868,False
-14.380043745863862,False
-22.714064339066205,False
-23.054208174110386,False
-50.67794052806766,False
-6.246420198920266,False
-37.44915559842599,False
-28.54442892981816,False
-22.98579613404366,False
-25.6657610914754,False
-5.460244573003724,False
6.217162377982753,True
0.5040073167299965,True
-38.23352323940558,False
-6.483871323814476,False
-7.70728948709149,False
7.114597709542501,True
-37.82274639654397,False
-20.812974795276048,False
-12.765342480439674,False
-13.974932678592673,False
-17.400529164828182,False
0.12242171988003037,True
-10.946850386044776,False
-12.637969797949413,False
-19.005643374646066,False
-12.876325855984867,False
-0.8645994952813929,False
-39.06706011259391,False
-11.323081317319051,False
1.2830549523388335,True
6.741623342426863,True
-25.346476445574737,False
-3.616405676276372,False
-20.340666650410274,False
-30.075792328513007,False
-6.78436401804608,False
3.4931172636563446,True
-39.11402081684899,False
-27.31064507977414,False
-22.806378708563834,False
9.270249030906108,True
-20.60406586736591,False
-33.334306711547924,False
-46.54223236968875,False
-1.3196253893615477,False
-13.104558543815685,False
-27.66532278360846,False
-29.920045235409745,False
-9.322172641404464,False
18.147457514899372,True
-40.24028106003115,False
-48.93538955764049,False
-26.780585006695116,False
-31.893275062194935,False
-38.27746608376965,False
-35.2935365764887,False
-25.80676321411605,False
30.49488876177191,True
-23.348555384574563,False
-14.707903566981592,False
-11.906146451666704,False
-13.225929218029023,False
-10.481526062216354,False
6.2212310233814065,True
-16.798881801759926,False
-6.7034751462230915,False
-4.405176384234579,False
-2.844996834659419,False
-27.063005995997504,False
-46.37658753709527,False
-35.637792740646745,False
-12.41471968388484,False
-33.04023805691235,False
-0.6665169509465017,False
10.307671248326173,True
-33.40185926049726,False
-4.9935153508713945,False
-34.684053847639944,False
-12.391193346546462,False
-31.746892414875106,False
2.976729664648758,True
-16.20270902270753,False
-27.58269729825574,False
2.583912834033942,True
-34.789249052493545,False
-10.45097831707594,False
-23.211207957578747,False
-16.52028212697064,False
-27.435916276776144,False
-20.274233576921798,False
-17.671435893923082,False
-4.421617765623726,False
-33.974020686632336,False
-27.428029862371837,False
5.615796415488436,True
-16.002396383492428,False
-28.714111852225336,False
-10.632529402142548,False
-41.34692046283383,False
-22.819076908473424,False
20.425529909474328,True
17.8358741658116,True
-10.184297504942695,False
-44.47344052625397,False
-25.79304986331353,False
5.915417101603428,True
-6.631298595913101,False
-49.55243488480791,False
-43.75519388734279,False
-2.455231376924793,False
-28.736186319764922,False
-1.7228201850302653,False
-41.943687718298705,False
-1.0427202312899908,False
-13.006022826915704,False
-4.7796179945551245,False
-41.62611756945739,False
-6.76059476724231,False
-41.039061014954115,False
-40.23012427581066,False
-23.145856070467122,False
-18.591251284229454,False
20.343771912893033,True
-26.355871659621755,False
-3.962851798155434,False
-56.19621335480389,False
-33.19619048698184,False
-9.433017458506132,False
-21.740000755163198,False
-32.92671962731258,False
-6.138596583651601,False
-41.30777263787231,False
-30.846625866829754,False
-26.764873504312042,False
-3.3404072682503525,False
-13.954711704741833,False
-36.056059136779005,False
-6.6864463970646,False
-39.17569011860039,False
-19.23007517676011,False
-10.230086034958457,False
-11.13056954189372,False
-4.263316989469711,False
-33.7732087189338,False
-23.34061659979153,False
-33.48533510785751,False
-67.15970672752672,False
-12.249195244381767,False
-31.08027382458547,False
-15.909460525313651,False
-25.041328801029962,False
-24.181209376263613,False
-10.624571917472462,False
-25.022997990082715,False
-11.647939554921223,False
-17.202961415124303,False
-23.59045839659087,False
7.63755629653442,True
-31.5194285265448,False
-23.03861142308802,False
-5.8557957568518155,False
4.375540523059836,True
-35.902933351377676,False
-36.51510440124348,False
-18.84880482894187,False
-5.8526559062228465,False
-17.979620952779793,False
-7.259353985617292,False
-20.517632460727665,False
-12.94071673121049,False
-2.248735088576037,False
-17.957882631221874,False
-29.518427739731596,False
-15.263211755120295,False
-13.459552138625163,False
-18.68975937159258,False
-31.240580978282487,False
-15.87296420880152,False
-23.3041231437382,False
1.1645831981622017,True
-26.152345998745965,False
-32.59090310811736,False
-22.590582521189365,False
2.126812705883136,True
-11.302161640016674,False
-13.292214664253201,False
-8.169797021283369,False
-37.01673375738089,False
-14.857154534819557,False
-11.043926787277424,False
-1.6020062749725774,False
-27.9329724207846,False
-36.16670953112788,False
-16.90940698043132,False
3.814331339866534,True
-1.1145789272431585,False
-36.844757641000086,False
-5.528849302768631,False
-24.905905916339268,False
-14.816876598270401,False
2.1884954731726616,True
-23.06514047955398,False
-24.27295701756365,False
-27.46837441745117,False
-22.830587984416574,False
3.462376372454692,True
12.494398653165863,True
-25.36321471649016,False
-20.20257307553761,False
-0.4399809456669779,False
-38.54561872831645,False
-15.634561564982377,False
0.34645356518274895,True
-10.944078788824498,False
-34.68511270959126,False
-13.212382231704641,False
-23.43294151341017,False
4.547236189982627,True
2.5678167375178376,True
-46.79648711305965,False
-15.952890799093332,False
-14.971219644400332,False
-28.95165200397851,False
-37.68261150714278,False
-33.382192977384896,False
-6.876907139620091,False
-19.877366672248513,False
-23.36172475929949,False
-17.70636514333914,False
1.5096756693293152,True
-13.791376281009565,False
8.100234832040972,True
-7.611208133701318,False
-7.298098668884283,False
9.522292384748301,True
-30.687870291852555,False
-20.209055254496832,False
-10.276001974697223,False
-1.7924503094173048,False
-36.01172369202925,False
-14.888719379287416,False
-38.70780981185962,False
-38.8221627235192,False
-28.876391713155805,False
-13.628103063789105,False
3.5560063032626523,True
-42.78935176334859,False
-13.155357895511443,False
15.351070123959879,True
-46.892154506327486,False
-28.79598306375405,False
10.104841994964836,True
-7.930467243527417,False
-7.052577806261507,False
-17.390410769296608,False
-6.701159910615409,False
1.3409810214990188,True
-15.183926815889574,False
-15.721054225009745,False
-12.283974901567241,False
-4.051840664145956,False
-30.392343613814923,False
-32.50642537038344,False
2.902883099574783,True
-11.384687713741704,False
-4.792026142892773,False
-11.107231156031602,False
-26.327549597101928,False
-10.813058552615303,False
-15.978215803722005,False
-39.86401795079026,False
-31.297708962120712,False
-4.61215602670217,False
3.1790177608259356,True
-21.87613862045363,False
-20.342151402416707,False
-34.61641582279579,False
-15.415230235817287,False
-18.632894616090695,False
-1.8272634370593828,False
-0.3931575521070485,False
1.0133328446476213,True
8.907889496016764,True
-5.442773775204678,False
-64.20396030808772,False
3.0743628151994997,True
-39.654994600418135,False
-13.11084980856343,False
-4.084991931833095,False
-19.928981247413287,False
-23.573081926795517,False
-22.49322819931898,False
-14.418839978658571,False
-17.00919144351596,False
-35.26323719608358,False
-23.378098566197956,False
-23.65122290383087,False
-40.4381769899313,False
-16.21597021439435,False
-15.710193179019235,False
-19.26251062678249,False
-32.41636142647045,False
-15.154461541923506,False
-1.901640797916361,False
-28.764642142515182,False
-19.422641978830434,False
-55.387681992040385,False
-26.41078775186947,False
22.67469650530132,True
10.328943747889337,True
-2.5274021802351037,False
12.784721142719953,True
-6.372878318735992,False
-2.7518444435891602,False
-1.4479470310563336,False
-12.883382328993413,False
-9.35465538992852,False
-35.13723174333031,False
0.9526855163575902,True
-15.288050671125625,False
-1.1239954304844701,False
-16.45166363748797,False
-39.8363042708094,False
-12.804781188526484,False
-8.570692798444963,False
-46.79439513939508,False
